,nv_8x8_b1_dat-524288_wt-32768_int8,nv_8x8_b1_dat-1048576_wt-65536_int16,nv_8x16_b1_dat-2097152_wt-262144_int32,nv_16x16_b1_dat-524288_wt-65536_int8,nv_32x16_b1_dat-1048576_wt-131072_int16,nv_32x8_b1_dat-2097152_wt-131072_int32,nv_16x32_b1_dat-524288_wt-131072_int8,nv_32x32_b1_dat-1048576_wt-262144_int16,nv_32x32_b1_dat-2097152_wt-524288_int32
features.6.conv.1.0,0.1543,0.29602217113222906,0.265895729417826,0.058657625441778785,0.19353964152385209,0.19115454491391695,0.1132346400123032,0.25148735204149963,0.1609864436784201
features.6.conv.2,0.2229,0.21499511891913356,0.08436066434260114,0.3559481128362112,0.09819659324488915,0.2964141898653699,0.1782345790999954,0.2789356298475167,0.2485005646626304
features.7.conv.0.0,0.0995,0.21242064340411715,0.15955271329535115,0.1690872552001352,0.1359156619769986,0.11140444985383727,0.04066026579114372,0.06763637519293769,0.10395394741122282
features.7.conv.1.0,0.3096,0.2698201951283561,0.405983588229779,0.24182091301655043,0.28823450828043473,0.24854476928417507,0.34470505955238906,0.34657183310185113,0.3390516609323202
features.7.conv.2,0.3618,0.4532123083309914,0.29955021932434983,0.4172995373714546,0.35176096234277576,0.29251701368653604,0.34128340373450633,0.29557930968144724,0.22057272204129127
features.8.conv.0.0,0.0344,0.0,0.0,0.1156981498779792,0.022949162584543284,0.10831926186038295,0.0,0.0,0.08533485665660022
features.8.conv.1.0,0.1136,0.15738291205502886,0.005079299957573183,0.024283642495952537,0.0,0.0,0.02484815379500792,0.0,0.10431655094496028
features.8.conv.2,0.159,0.2651489644858489,0.12539552866689557,0.25047509409564184,0.041770105169461766,0.1569050808584567,0.2063445413437876,0.20570692503459953,0.1970025047799177
features.9.conv.0.0,0.0362,0.0060079892568208546,0.0,0.15041355834479284,0.04876511967459073,0.0,0.07645294949971113,0.0,0.09681266323581605
features.9.conv.1.0,0.0472,0.036268042352927556,0.0,0.0,0.013953428947338843,0.037525254678175336,0.08631046848302873,0.0156078045636849,0.0
features.9.conv.2,0.182,0.2225992295026262,0.13457889585886146,0.13586160114144696,0.18837783361708577,0.22262672267321812,0.07075082930551282,0.0715993427171216,0.2204473858328251
features.10.conv.0.0,0.0419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
features.10.conv.1.0,0.0661,0.06883004261755836,0.051094911063700774,0.11728778643114308,0.14571320436410973,0.14594295845860727,0.0,0.0,0.09565664623006513
features.10.conv.2,0.2065,0.33020291280720837,0.08681736903353797,0.2952099921600744,0.19134038322482366,0.21845651620584106,0.30546353184820974,0.24161664737565733,0.22613257262614472
features.11.conv.0.0,0.0663,0.1014813151861422,0.09163707925009723,0.13540152653607856,0.0,0.012452403024745887,0.1796221712430593,0.20217326847392036,0.0
features.11.conv.1.0,0.106,0.23795426017362414,0.07910193098793328,0.23095365199522855,0.0160518527384043,0.11836071789483153,0.10266594599970276,0.0,0.13427091065208413
features.11.conv.2,0.2264,0.10872421272656624,0.2429677089947479,0.34135242383324016,0.34686863193793493,0.18850892794492663,0.3010828567194229,0.10201557010095434,0.3503162350498402
features.12.conv.0.0,0.0503,0.0,0.0,0.10780815182245775,0.0,0.0038730115781200197,0.18887325023488316,0.0,0.1260654284706899
features.12.conv.1.0,0.2232,0.16388318311443306,0.18215308676277756,0.2397000166928013,0.17082671987488418,0.15212517792638425,0.2134592973035813,0.18143365153430108,0.20985202106959824
features.12.conv.2,0.1388,0.0,0.11867721433929122,0.02173887560565356,0.24927588258361538,0.18864858707075657,0.16904441890367813,0.01095980325963436,0.07847786456828929
features.13.conv.0.0,0.0697,0.034806596109572346,0.1558785106998119,0.03695598361671597,0.12403483921242621,0.0849769507286539,0.05169290337425432,0.08299701830118932,0.15888112911213403
features.13.conv.1.0,0.3353,0.273768837590011,0.2852807866396772,0.46167628547915984,0.42721025823196446,0.4237601128017698,0.3289176185677969,0.2533114806783471,0.29146809382029526
features.13.conv.2,0.263,0.19232183037775807,0.20224990272079646,0.30053678478073975,0.19015490311453187,0.18029806126458198,0.31421224087092026,0.324252015248902,0.15851971352023964
features.14.conv.0.0,0.123,0.1399347149993625,0.04872895056402371,0.0,0.13197143785615106,0.0011044351514132023,0.23266777268480018,0.16343064925409648,0.11037066189879965
features.14.conv.1.0,0.2793,0.25705863201225876,0.18356267592527215,0.27589392149219094,0.3939176642538693,0.39756923412255574,0.239460915207367,0.24789142153523241,0.37060491303707405
features.14.conv.2,0.6719,0.5587524343114354,0.6217936363867143,0.5314591366878392,0.7481556260238174,0.6532478421925376,0.6820918537745545,0.7806154470584546,0.7558187458842937
features.15.conv.0.0,0.0845,0.0,0.21630225342429027,0.0,0.005108040084154025,0.060466828489351185,0.15437168739910756,0.029943533795532135,0.06608641539310726
features.15.conv.1.0,0.3294,0.29585165478411624,0.44720303707934217,0.26387426257549007,0.42702328167170284,0.30833320363749234,0.3338045874903245,0.24039002385876818,0.27880513041182337
features.15.conv.2,0.4939,0.5867676262150344,0.6332335380573293,0.45760432147895524,0.35237059616428656,0.4144900963259705,0.4077183029159673,0.4597271883736551,0.6303118887539854
features.16.conv.0.0,0.0809,0.0,0.16444191760275062,0.13115111980055966,0.1390927679418053,0.0,0.09366208801212494,0.0,0.0
features.16.conv.1.0,0.5224,0.5491736204484091,0.5230969506824846,0.5683761518086478,0.4688329503974257,0.3890023549440425,0.39667192960326114,0.4431737498112823,0.6555196542748771
features.16.conv.2,0.6921,0.7678159791479677,0.7186346261823082,0.6577074593570869,0.6389504577007743,0.7280407511800531,0.7864564879920285,0.7307134216682349,0.6168921886007694
features.17.conv.0.0,0.1835,0.2327361339185997,0.1272428522797992,0.07156389024809065,0.29870039557919037,0.11658031104049836,0.2960942627815436,0.23143392573380475,0.21280634408777419
features.17.conv.1.0,0.2365,0.3622849068671814,0.15732900500204572,0.31637530348728726,0.3173191440442634,0.0959887073550156,0.3307218680092595,0.12772498547809077,0.3195905244774788
features.17.conv.2,0.5694,0.5811467452906413,0.6619371998617588,0.6100576009243457,0.586546881863831,0.667870362075079,0.691879137572603,0.5042587837882924,0.5747338892959074
features.18.0,0.073,0.08997932178594685,0.0,0.1894883871557394,0.08795325444648076,0.0,0.11451079918503078,0.0,0.1706325516379863
