,nv_8x8_b1_dat-524288_wt-32768_int8,nv_8x8_b1_dat-1048576_wt-65536_int16,nv_8x16_b1_dat-2097152_wt-262144_int32,nv_16x16_b1_dat-524288_wt-65536_int8,nv_32x16_b1_dat-1048576_wt-131072_int16,nv_32x8_b1_dat-2097152_wt-131072_int32,nv_16x32_b1_dat-524288_wt-131072_int8,nv_32x32_b1_dat-1048576_wt-262144_int16,nv_32x32_b1_dat-2097152_wt-524288_int32
model.model.6.m.0.cv3.conv,0.0391,0.061224576789334836,0.08484110086531732,0.04538374935356654,0.0,0.03724627500387341,0.07338598888473906,0.08904531341005242,0.01886665970718377
model.model.6.m.0.m.0.cv1.conv,0.0454,0.09555930055029947,0.07409652975120339,0.07955836568207895,0.029455468242568707,0.06855899835030271,0.05047287801338805,0.023827162124500926,0.048354055020368825
model.model.6.m.0.m.0.cv2.conv,0.0293,0.0006112215509290093,0.0,0.028056629869031145,0.04659014024657229,0.07600015034150931,0.044522818986358195,0.024373249637335268,0.02264532391565143
model.model.6.m.0.m.1.cv1.conv,0.0543,0.09663634555088574,0.017815965272436632,0.05350972810105577,0.020676552804191492,0.04661031705345208,0.08820702893604196,0.02974660238356672,0.028614033215849124
model.model.6.m.0.m.1.cv2.conv,0.0309,0.0,0.05936123553241471,0.031902160050092124,0.05607685524705165,0.055538758430656004,0.06542261599429622,0.036079100188215446,0.055078812053019066
model.model.7.conv,0.0372,0.0,0.000524402291182495,0.05266028477776353,0.05790237632265604,0.0,0.05626151747689486,0.06623563119909937,0.010131391971913487
model.model.8.cv1.conv,0.031,0.055316738960908544,0.0,0.019008590708604556,0.03842117791415203,0.03794723253737239,0.01765846389679846,0.015810381086370395,0.04261938360802483
model.model.8.cv2.conv,0.0396,0.023454332394758054,0.0,0.07559057236834801,0.028750332299110115,0.085052147942871,0.0035706884370418426,0.030426018799744638,0.07415933900543664
model.model.8.m.0.cv1.conv,0.026,0.041368676851172334,0.04351189578242859,0.05985371816503286,0.03234015047526877,0.07088707116491888,0.013689060211834973,0.045703499058600425,0.0006035903578201461
model.model.8.m.0.cv2.conv,0.0157,0.02533447635154243,0.06301983728945432,0.053051873976048006,0.05886200579523826,0.01029626763584987,0.058845341332554674,0.007398316609683445,0.0
model.model.8.m.0.cv3.conv,0.0385,0.0,0.004924686051146217,0.06436662183907446,0.0,0.04816511411037028,0.056519451348058664,0.0,0.0723756410018436
model.model.8.m.0.m.0.cv1.conv,0.0399,0.045089481657530794,0.02814175892134342,0.041478951228252944,0.08529037829375669,0.040496044567867866,0.028449806314550664,0.08140893476411336,0.07754803483409257
model.model.8.m.0.m.0.cv2.conv,0.0421,0.08626894138264585,0.0,0.027603709976407577,0.0,0.0,0.027463839765269282,0.06690308537258038,0.0002917184463451933
model.model.8.m.0.m.1.cv1.conv,0.0422,0.0021562897164578293,0.024942684595417916,0.025073748867296894,0.0920504007309833,0.02680772550967818,0.08565372601739388,0.0765506464379492,0.0710578410405939
model.model.8.m.0.m.1.cv2.conv,0.0396,0.011556925725672802,0.018353802271478287,0.0,0.06559766915994965,0.024709479318323443,0.029697317736326438,0.04693927368678,0.08256454954625066
model.model.9.cv1.conv,0.1033,0.08055784041527289,0.051259482172755555,0.06088810849729498,0.12497293858632541,0.10919863055552131,0.09099432153427765,0.10842836438233083,0.15485893419969052
model.model.9.cv2.conv,0.0502,0.024624938410370664,0.08790785407763915,0.03397353385912316,0.08467498340270906,0.08439201697142357,0.08607195529906743,0.01464548676628255,0.0956811670304771
model.model.10.cv1.conv,0.0293,0.015504153769581766,0.0029117636343682154,0.0010158864462972601,0.07184832631101255,0.0,0.034914920629349415,0.0,0.0668412028594025
model.model.10.cv2.conv,0.0211,0.0,0.05322241480833885,0.0,0.05016094110044031,0.0,0.0,0.0,0.01608073814884057
model.model.10.m.0.attn.qkv.conv,0.045,0.04975032766440217,0.08225320903584249,0.01601579351192768,0.04742584825051337,0.0,0.0037361803007689084,0.0,0.024215655322765955
model.model.10.m.0.attn.proj.conv,0.0183,0.002338543341943191,0.0053916887500881465,0.043778739796277485,0.0,0.04847943891194213,0.0,0.002393353520994509,0.0
model.model.10.m.0.attn.pe.conv,0.0271,0.0,0.0392000401112275,0.07832466956799011,0.0,0.029054610520901983,0.010851865552685275,0.04446050722800541,0.04020081601801229
model.model.10.m.0.ffn.0.conv,0.0148,0.012110342345494123,0.0,0.0,0.0,0.0,0.05892823545765831,0.0,0.0
model.model.10.m.0.ffn.1.conv,0.0105,0.0506108693170646,0.02216174388563029,0.0,0.004450089014781803,0.05989012266133813,0.04939494200365287,0.0,0.04754212335979047
model.model.13.cv1.conv,0.0,0.0012110212289030697,0.0012958199406376061,0.026025841710648735,0.0,0.0,0.006419186563908663,0.03276666378532498,0.03812320355041369
model.model.13.cv2.conv,0.008,0.005660767860800692,0.013206532797065157,0.00579635673766514,0.0,0.0,0.0,0.0,0.048453335031223635
model.model.13.m.0.cv1.conv,0.0287,0.05611823039679037,0.03860056174572414,0.015263429622965796,0.016938128200342465,0.0,0.005453757979427768,0.02492031523425232,0.07810521272405958
model.model.13.m.0.cv2.conv,0.0119,0.0,0.0,0.03863246486456917,0.006830322821478427,0.025743028824576672,0.0,0.0,0.04703792976243987
model.model.16.cv1.conv,0.0027,0.0,0.0,0.015487102558061613,0.008161853686416615,0.03456475653250966,0.02832425830697209,0.05194520803284167,0.0
model.model.16.cv2.conv,0.0057,0.0010538500531852742,0.016950859091197517,0.0,0.0,0.005674979700604831,0.0389990197515825,0.0,0.0
model.model.16.m.0.cv1.conv,0.0111,0.05527138882250591,0.0,0.0,0.0,0.0,0.01774129973071744,0.0,0.03271530275930388
model.model.16.m.0.cv2.conv,0.0264,0.025531465688557596,0.011158450542107824,0.0,0.05359682330614425,0.052590178022099685,0.0,0.0547825343992277,0.05980819753779801
model.model.17.conv,0.0187,0.02154188182274329,0.03714905648643771,0.06719215377013167,0.03505005054285733,0.0,0.0,0.0,0.006525922509344209
model.model.19.cv1.conv,0.0072,0.008761745518476348,0.0,0.0,0.0,0.024876686722670203,0.05347922462537202,0.0,0.01694163034111671
model.model.19.cv2.conv,0.0046,0.0,0.010318485903505543,0.02132398943361405,0.0008827980644921032,0.0,0.0,0.03495216237069898,0.05255862421709896
model.model.19.m.0.cv1.conv,0.0308,0.0,0.0,0.023063039132855068,0.07169898761642014,0.07572285685594508,0.024961759472279015,0.0,0.0011530189169670566
model.model.19.m.0.cv2.conv,0.026,0.038877808587338525,0.07394592803266477,0.0,0.07552832884111493,0.0,0.00767989442380115,0.03496368612072802,0.007941010009575044
model.model.20.conv,0.0108,0.04231209111998997,0.032858078285780135,0.0,0.04627021465438204,0.0,0.0,0.010465338132553941,0.040001705929955875
model.model.22.cv1.conv,0.0166,0.062484877891162444,0.0,0.0,0.04436095507661525,0.04537536461833683,0.018334263698419933,0.013392541721633167,0.017251921279578624
model.model.22.cv2.conv,0.013,0.04450980297155894,0.03520551261350024,0.0,0.05850907512095605,0.04716398184640961,0.057999636526979724,0.04040882705914047,0.018539437449832642
model.model.22.m.0.cv1.conv,0.013,0.0,0.043655392208356604,0.0,0.009092325752791787,0.05079281124459283,0.06109374108437483,0.030160647635053335,0.006069535631550023
model.model.22.m.0.cv2.conv,0.0108,0.0,0.0,0.0,0.05059571954390396,0.0,0.045878516546645584,0.010141855819298998,0.0
model.model.22.m.0.cv3.conv,0.0088,0.0010821197673061608,0.046819272804635166,0.0092573770174756,0.0,0.04826952836697531,0.02148025085024307,0.04210422797524984,0.028473807326040025
model.model.22.m.0.m.0.cv1.conv,0.0137,0.013409528920580092,0.0,0.0,0.0,0.02326778396738718,0.03145957397729002,0.0,0.04306043245553609
model.model.22.m.0.m.0.cv2.conv,0.0149,0.06285858708289538,0.05442514574472836,0.0,0.037241654586239056,0.0,0.0,0.0,0.015030540815035343
model.model.22.m.0.m.1.cv1.conv,0.0199,0.0,0.0,0.0,0.06704077913149825,0.07044391300347877,0.0,0.0,0.060439293925746394
model.model.22.m.0.m.1.cv2.conv,0.014,0.04740369603507425,0.0,0.011995348427498298,0.011595010539532854,0.0634721147456259,0.0,0.0,0.03438960166823269
model.model.23.cv2.0.0.conv,0.0001,0.0,0.04058592616350196,0.0,0.0,0.0,0.0,0.0,0.0
model.model.23.cv2.0.1.conv,0.0001,0.0,0.0,0.0,0.00602066006396793,0.0003154759871741754,0.050124249847205725,0.0,0.03738487850966624
model.model.23.cv2.0.2,0.0003,0.0,0.0,0.0006190811619411537,0.0,0.0,0.0,0.0,0.01749872560604955
model.model.23.cv2.1.0.conv,0.0008,0.029411317074599746,0.03732697339619309,0.0,0.0,0.010574048931691884,0.04397417926795297,0.0,0.0
model.model.23.cv2.1.1.conv,0.0019,0.00037038639235899393,0.04773159092812985,0.0,0.014962556763154397,0.0,0.020122664559044663,0.0,0.0
model.model.23.cv2.1.2,0.01,0.03130593930560531,0.0,0.0,0.0,0.0,0.0,0.0,0.027994336956981752
model.model.23.cv2.2.0.conv,0.0,0.04843723355173254,0.036055645377472544,0.021010004924125865,0.0,0.0,0.0,0.0,0.0
model.model.23.cv2.2.1.conv,0.0039,0.0,0.05060887789155539,0.007708647697855424,0.0,0.022240926412288843,0.0,0.0,0.05391368346453373
model.model.23.cv2.2.2,0.0147,0.01871254003869001,0.020652930651725465,0.055977068156474186,0.052144675542322536,0.04402993717643468,0.007211155177779991,0.002971207859876779,0.026635815804817525
model.model.23.cv3.0.0.0.conv,0.0131,0.0,0.0,0.0023664129401166703,0.011326277654169048,0.04653783187121121,0.0,0.040197420292880946,0.0
model.model.23.cv3.0.0.1.conv,0.0043,0.010261655754499924,0.0,0.02222336787418163,0.020738793063836768,0.0,0.0,0.04315097374101776,0.00999092983080309
model.model.23.cv3.0.1.0.conv,0.0174,0.0,0.06290299086326753,0.04610747369604041,0.020038541627023496,0.011109524416740929,0.06281295266274758,0.0,0.04617707214008807
model.model.23.cv3.0.1.1.conv,0.0191,0.05738810387821981,0.029816033205240414,0.05219888640531212,0.0,0.048330334740965694,0.006436403338928108,0.0,0.030309017293825485
model.model.23.cv3.0.2,0.1596,0.1426691159132642,0.1283814765861788,0.17018176653061703,0.13374471013025596,0.11127017144601997,0.11308469751963635,0.12044687695446851,0.20646053860013755
model.model.23.cv3.1.0.0.conv,0.0023,0.014045207729432362,0.0,0.018783527123052143,0.04533554762303804,0.03296658349248342,0.00812386378003344,0.0,0.03141910129100123
model.model.23.cv3.1.0.1.conv,0.0024,0.04264077967849416,0.0,0.050448520418551974,0.0,0.005995963886188969,0.0,0.0,0.010115256849200602
model.model.23.cv3.1.1.0.conv,0.0204,0.07193380670833532,0.025050088475182183,0.009102972130390782,0.0,0.001294421837470132,0.05057667171243361,0.022307556744791124,0.019401857155873413
model.model.23.cv3.1.1.1.conv,0.0172,0.04424727851336224,0.0012681128120640081,0.0,0.016419027776766494,0.0,0.041821869919079296,0.04736662545586566,0.03312117104792145
model.model.23.cv3.1.2,0.2076,0.1682990497855385,0.24133369938333743,0.19499336007767532,0.21318568545659705,0.1884279311392339,0.2494340141470596,0.23960515123262402,0.17977325408851405
model.model.23.cv3.2.0.0.conv,0.005,0.0,0.0,0.0,0.0,0.05392549377142693,0.0,0.0,0.003189314011187136
model.model.23.cv3.2.0.1.conv,0.0,0.0,0.04921339443762802,0.0019631926832300584,0.0,0.048032144664052985,0.02160302953209694,0.0,0.0
model.model.23.cv3.2.1.0.conv,0.032,0.06207899608912452,0.006332356881474332,0.0,0.0,0.033490076774914244,0.04969783556698277,0.003745443640454156,0.0811868732862967
model.model.23.cv3.2.1.1.conv,0.0068,0.0,0.02595007321893491,0.0,0.03928238182561746,0.04741660062919157,0.043042957579637116,0.0,0.008157387980197911
model.model.23.cv3.2.2,0.2644,0.3043082831101339,0.23419602782251206,0.23156423034552778,0.2885128873795023,0.2525512387706761,0.31088165516024485,0.2792494488011583,0.26201589286778926
model.model.23.dfl.conv,0.0076,0.0,0.0,0.04997032533289111,0.052605150682891635,0.00633797099392754,0.0,0.0036248315414426054,0.0
