,nv_8x8_b1_dat-524288_wt-32768_int8,nv_8x8_b1_dat-1048576_wt-65536_int16,nv_8x16_b1_dat-2097152_wt-262144_int32,nv_16x16_b1_dat-524288_wt-65536_int8,nv_32x16_b1_dat-1048576_wt-131072_int16,nv_32x8_b1_dat-2097152_wt-131072_int32,nv_16x32_b1_dat-524288_wt-131072_int8,nv_32x32_b1_dat-1048576_wt-262144_int16,nv_32x32_b1_dat-2097152_wt-524288_int32
layer3.5.conv2,0.7511,0.7302114411502781,0.8504974220033032,0.8375149307550189,0.8093027808955123,0.6875996652082667,0.7567611022213729,0.6440913577145853,0.6184191015053759
layer3.5.conv3,0.0,0.0,0.0,0.0,0.0,0.0,0.06654104041062259,0.0,0.0
layer4.0.conv1,0.6124,0.5980457773846953,0.6380025167841036,0.706116906694484,0.5892152424755259,0.7461916829027702,0.5478796352822592,0.5531975802949333,0.5502492475853801
layer4.0.conv2,0.8416,0.7294048139769539,0.8054392841878303,0.9541109767108568,0.7457942378915817,0.8049742428249186,0.788255548834715,0.803989962876736,0.7648266596712578
layer4.0.conv3,0.834,0.9004102640519787,0.7409863889918119,0.7708290736330696,0.7296666288590271,0.833439604748964,0.8225711892526977,0.9526421578093455,0.7306549454397033
layer4.0.shortcut.0,0.887,0.9735144127885309,0.997,0.997,0.997,0.9199768460072227,0.7586836273175288,0.9285803090763838,0.7658821308036163
layer4.1.conv1,0.8326,0.7142044197198874,0.9555984390405887,0.9560812609195413,0.942298846892748,0.824258599851472,0.7833950790626044,0.9195193330530018,0.7492918381848082
layer4.1.conv2,0.8877,0.8642568587492413,0.8065757746493716,0.8842740440561216,0.7961415774959353,0.8123489430853048,0.7660702263988566,0.813551776345947,0.7669848166997307
layer4.1.conv3,0.8825,0.9562237771105355,0.7601919181692196,0.8206024374936568,0.8204042808886534,0.859034325798778,0.7994120308844467,0.8713898231667951,0.997
layer4.2.conv1,0.8269,0.858798236630365,0.8795071306962582,0.7491011628903252,0.8419971071156259,0.9105001817144873,0.9516325597498918,0.8760210673696702,0.7838160182308203
layer4.2.conv2,0.8339,0.9436272692443164,0.7020770061283883,0.7993957040309891,0.8307355550071308,0.7708785633423767,0.9308853405703671,0.8070547179408037,0.7788150189389724
layer4.2.conv3,0.8414,0.900688702531605,0.9084112991237717,0.8793704992857924,0.8576757383983887,0.7994102029967025,0.8469014771337412,0.7347048737105359,0.8936543705195384
