,nv_8x8_b1_dat-524288_wt-32768_int8,nv_8x8_b1_dat-1048576_wt-65536_int16,nv_8x16_b1_dat-2097152_wt-262144_int32,nv_16x16_b1_dat-524288_wt-65536_int8,nv_32x16_b1_dat-1048576_wt-131072_int16,nv_32x8_b1_dat-2097152_wt-131072_int32,nv_16x32_b1_dat-524288_wt-131072_int8,nv_32x32_b1_dat-1048576_wt-262144_int16,nv_32x32_b1_dat-2097152_wt-524288_int32
layer3.0.conv2,0.9354,0.9683168986772643,0.9410333768291428,0.9358965896200226,0.9589988790850812,0.9243392573604913,0.937678784987868,0.9512252051908797,0.9207545355874468
layer3.0.conv3,0.0,0.0,0.0,0.004567304054451778,0.0,0.0,0.04302926051236883,0.0,0.0
layer3.0.shortcut.0,0.814,0.8142934698820706,0.8295406197229739,0.8476703579127394,0.7713724234275825,0.7918202359798351,0.7899785947354373,0.8291614194677747,0.7959551898281051
layer3.1.conv1,0.8997,0.8919634832252903,0.9286980858297424,0.9233381917662747,0.9415898293578903,0.903054326144518,0.8828468988694981,0.8789463729849669,0.8937126301162667
layer3.1.conv2,0.0,0.0192266025018719,0.0,0.0,0.02571414286824257,0.03760251769495607,0.0068459331236730425,0.0,0.0408978228040308
layer3.1.conv3,0.0,0.0,0.03682336954750823,0.0,0.030172989267274186,0.0392659598815102,0.0,0.018482855901186493,0.0
layer3.2.conv1,0.8807,0.8600919409231532,0.8489888588201137,0.9178201497071004,0.877407528828243,0.8474268580610183,0.8400363277873458,0.8681133266002595,0.882403028427
layer3.2.conv2,0.0,0.0,0.0,0.0,0.002178829801094212,0.0,0.0,0.0,0.0
layer3.2.conv3,0.0,0.04254040944607494,0.0,0.0,0.0,0.006157349127367311,0.0,0.041261451475073624,0.02976470233744205
layer3.3.conv1,0.9251,0.906449378455274,0.9464287378837675,0.88632409454558,0.9340849557244661,0.900913299627413,0.9276726638541829,0.9308809432930574,0.8906233702619876
layer3.3.conv2,0.0,0.0,0.0,0.0,0.0008314929249598688,0.015507613794069973,0.012808935417132059,0.0,0.0
layer3.3.conv3,0.0,0.0063027547681345705,0.036926296907327724,0.0,0.0,0.0,0.0015930921234858508,0.0,0.0
layer3.4.conv1,0.9707,0.9843725423014384,0.943820125560759,0.9403236481952527,0.997,0.997,0.9470048746935236,0.9344550443199453,0.928088562360666
layer3.4.conv2,0.0,0.0,0.0,0.0032178171888009657,0.030223124765718604,0.0,0.02175746366258098,0.01024581672598908,0.03107755222888063
layer3.4.conv3,0.0,0.0,0.0,0.0038985284077885027,0.0,0.036172190252102596,0.016361357442685798,0.0,0.0
layer3.5.conv1,0.9738,0.997,0.9550282007694143,0.9843300488621964,0.9461378383283285,0.9360653235767196,0.997,0.997,0.9684678055951861
layer3.5.conv2,0.0,0.03267592201653842,0.014614283268525617,0.035742538245686795,0.024704534387751206,0.0,0.0,0.0,0.029303253544053193
layer3.5.conv3,0.0,0.026589810392541838,0.0,0.0,0.0,0.0,0.012740815565229123,0.03338258883667175,0.0
layer4.0.conv1,0.9601,0.940973110709339,0.9660249574171212,0.997,0.992216833231517,0.9930828642874673,0.997,0.9520907347561617,0.9507507417055489
layer4.0.conv2,0.9654,0.9414798315217123,0.9868438542418787,0.9368679543898624,0.9666313240666886,0.997,0.9269478659930027,0.9341697803065794,0.92327765203859
layer4.0.conv3,0.9652,0.9644408048704838,0.9662186237577957,0.979443027467648,0.9509150400245038,0.932519185705081,0.968027237952675,0.9769978834431827,0.997
layer4.0.shortcut.0,0.9286,0.9140781145038462,0.9113496087190901,0.9028177884871924,0.9251427525997155,0.9161526832310882,0.958462936081682,0.9691080387993877,0.8852891290699259
layer4.1.conv1,0.9517,0.974054017926238,0.9238246268465751,0.9934157312847315,0.9319688115727751,0.9541259361547825,0.9285581932075937,0.9266712897127156,0.9538593786046348
layer4.1.conv2,0.9669,0.9241989989168029,0.997,0.9850080180255341,0.9394469830537241,0.997,0.997,0.9811999487777038,0.9932576348223592
layer4.1.conv3,0.9669,0.9901529160363549,0.9461360327404831,0.997,0.9612753025059343,0.9264198667887343,0.9513413976039942,0.9465719044857496,0.9906785513744589
layer4.2.conv1,0.9874,0.965009000763936,0.9922905165192806,0.997,0.997,0.997,0.997,0.9863830567124715,0.9480460614171409
layer4.2.conv2,0.9782,0.961927396277692,0.963261030714618,0.9833119250834406,0.9716525785706963,0.9826684604283884,0.997,0.9944479116683832,0.9849051101566744
layer4.2.conv3,0.9607,0.996150641851071,0.9384261754514828,0.997,0.9555792845749396,0.9853575641930209,0.9262091935613412,0.9771883859065994,0.9229030865180399
